car,label
0_1999,0
0_2000,0
0_2001,0
0_2002,0
0_2003,0
0_2004,0
0_2005,0
0_2006,0
0_2007,0
0_2008,0
0_2009,0
0_2010,0
0_2011,0
0_2012,0
0_2013,0
0_2014,0
0_2015,0
0_2016,0
0_2017,0
0_2018,0
0_2019,0
0_2020,0
0_2021,0
0_2022,0
0_2023,0
0_2024,0
0_2025,0
0_2026,0
0_2027,0
0_2028,0
0_2029,0
0_2030,0
0_2031,0
0_2032,0
0_2033,0
0_2034,0
0_2035,0
0_2036,0
0_2037,0
0_2038,0
0_2039,0
0_2040,0
0_2041,0
0_2042,0
0_2043,0
0_2044,0
0_2045,0
0_2046,0
0_2047,0
0_2048,0
0_2049,0
0_2050,0
0_2051,0
0_2052,0
0_2053,0
0_2054,0
0_2055,0
0_2056,0
0_2057,0
0_2058,0
0_2059,0
0_2060,0
0_2061,0
0_2062,0
0_2063,0
0_2064,0
0_2065,0
0_2066,0
0_2067,0
0_2068,0
0_2069,0
0_2070,0
0_2071,0
0_2072,0
0_2073,0
0_2074,0
0_2075,0
0_2076,0
0_2077,0
0_2078,0
0_2079,0
0_2080,0
0_2081,0
0_2082,0
0_2083,0
0_2084,0
0_2085,0
0_2086,0
0_2087,0
0_2088,0
0_2089,0
0_2090,0
0_2091,0
0_2092,0
0_2093,0
0_2094,0
0_2095,0
0_2096,0
0_2097,0
0_2098,0
0_2099,0
0_2100,0
0_2101,0
0_2102,0
0_2103,0
0_2104,0
0_2105,0
0_2106,0
0_2107,0
0_2108,0
0_2109,0
0_2110,0
0_2111,0
0_2112,0
0_2113,0
0_2114,0
0_2115,0
0_2116,0
0_2117,0
0_2118,0
0_2119,0
0_2120,0
0_2121,0
0_2122,0
0_2123,0
0_2124,0
0_2125,0
0_2126,0
0_2127,0
0_2128,0
0_2129,0
0_2130,0
0_2131,0
0_2132,0
0_2133,0
0_2134,0
0_2135,0
0_2136,0
0_2137,0
0_2138,0
0_2139,0
0_2140,0
0_2141,0
0_2142,0
0_2143,0
0_2144,0
0_2145,0
0_2146,0
0_2147,0
0_2148,0
0_2149,0
0_2150,0
0_2151,0
0_2152,0
0_2153,0
0_2154,0
0_2155,0
0_2156,0
0_2157,0
0_2158,0
0_2159,0
0_2160,0
0_2161,0
0_2162,0
0_2163,0
0_2164,0
0_2165,0
0_2166,0
0_2167,0
0_2168,0
0_2169,0
0_2170,0
0_2171,0
0_2172,0
0_2173,0
0_2174,0
0_2175,0
0_2176,0
0_2177,0
0_2178,0
0_2179,0
0_2180,0
0_2181,0
0_2182,0
0_2183,0
0_2184,0
0_2185,0
0_2186,0
0_2187,0
0_2188,0
0_2189,0
0_2190,0
0_2191,0
0_2192,0
0_2193,0
0_2194,0
0_2195,0
0_2196,0
0_2197,0
0_2198,0
0_2199,0
0_2200,0
0_2201,0
0_2202,0
0_2203,0
0_2204,0
0_2205,0
0_2206,0
0_2207,0
0_2208,0
0_2209,0
0_2210,0
0_2211,0
0_2212,0
0_2213,0
0_2214,0
0_2215,0
0_2216,0
0_2217,0
0_2218,0
0_2219,0
0_2220,0
0_2221,0
0_2222,0
0_2223,0
0_2224,0
0_2225,0
0_2226,0
0_2227,0
0_2228,0
0_2229,0
0_2230,0
0_2231,0
0_2232,0
0_2233,0
0_2234,0
0_2235,0
0_2236,0
0_2237,0
0_2238,0
0_2239,0
0_2240,0
0_2241,0
0_2242,0
0_2243,0
0_2244,0
0_2245,0
0_2246,0
0_2247,0
0_2248,0
0_2249,0
0_2250,0
0_2251,0
0_2252,0
0_2253,0
0_2254,0
0_2255,0
0_2256,0
0_2257,0
0_2258,0
0_2259,0
0_2260,0
0_2261,0
0_2262,0
0_2263,0
0_2264,0
0_2265,0
0_2266,0
0_2267,0
0_2268,0
0_2269,0
0_2270,0
0_2271,0
0_2272,0
0_2273,0
0_2274,0
0_2275,0
0_2276,0
0_2277,0
0_2278,0
0_2279,0
0_2280,0
0_2281,0
0_2282,0
0_2283,0
0_2284,0
0_2285,0
0_2286,0
0_2287,0
0_2288,0
0_2289,0
0_2290,0
0_2291,0
0_2292,0
0_2293,0
0_2294,0
0_2295,0
0_2296,0
0_2297,0
0_2298,0
0_2299,0
0_2300,0
0_2301,0
0_2302,0
0_2303,0
0_2304,0
0_2305,0
0_2306,0
0_2307,0
0_2308,0
0_2309,0
0_2310,0
0_2311,0
0_2312,0
0_2313,0
0_2314,0
0_2315,0
0_2316,0
0_2317,0
0_2318,0
0_2319,0
0_2320,0
0_2321,0
0_2322,0
0_2323,0
0_2324,0
0_2325,0
0_2326,0
0_2327,0
0_2328,0
0_2329,0
0_2330,0
0_2331,0
0_2332,0
0_2333,0
0_2334,0
0_2335,0
0_2336,0
0_2337,0
0_2338,0
0_2339,0
0_2340,0
0_2341,0
0_2342,0
0_2343,0
0_2344,0
0_2345,0
0_2346,0
0_2347,0
0_2348,0
0_2349,0
0_2350,0
0_2351,0
0_2352,0
0_2353,0
0_2354,0
0_2355,0
0_2356,0
0_2357,0
0_2358,0
0_2359,0
0_2360,0
0_2361,0
0_2362,0
0_2363,0
0_2364,0
0_2365,0
0_2366,0
0_2367,0
0_2368,0
0_2369,0
0_2370,0
0_2371,0
0_2372,0
0_2373,0
0_2374,0
0_2375,0
0_2376,0
0_2377,0
0_2378,0
0_2379,0
0_2380,0
0_2381,0
0_2382,0
0_2383,0
0_2384,0
0_2385,0
0_2386,0
0_2387,0
0_2388,0
0_2389,0
0_2390,0
0_2391,0
0_2392,0
0_2393,0
0_2394,0
0_2395,0
0_2396,0
0_2397,0
0_2398,0
0_2399,0
0_2400,0
0_2401,0
0_2402,0
0_2403,0
0_2404,0
0_2405,0
0_2406,0
0_2407,0
0_2408,0
0_2409,0
0_2410,0
0_2411,0
0_2412,0
0_2413,0
0_2414,0
0_2415,0
0_2416,0
0_2417,0
0_2418,0
0_2419,0
0_2420,0
0_2421,0
0_2422,0
0_2423,0
0_2424,0
0_2425,0
0_2426,0
0_2427,0
0_2428,0
0_2429,0
0_2430,0
0_2431,0
0_2432,0
0_2433,0
0_2434,0
0_2435,0
0_2436,0
0_2437,0
0_2438,0
0_2439,0
0_2440,0
0_2441,0
0_2442,0
0_2443,0
0_2444,0
0_2445,0
0_2446,0
0_2447,0
0_2448,0
0_2449,0
0_2450,0
0_2451,0
0_2452,0
0_2453,0
0_2454,0
0_2455,0
0_2456,0
0_2457,0
0_2458,0
0_2459,0
0_2460,0
0_2461,0
0_2462,0
0_2463,0
0_2464,0
0_2465,0
0_2466,0
0_2467,0
0_2468,0
0_2469,0
0_2470,0
0_2471,0
0_2472,0
0_2473,0
0_2474,0
0_2475,0
0_2476,0
0_2477,0
0_2478,0
0_2479,0
0_2480,0
0_2481,0
0_2482,0
0_2483,0
0_2484,0
0_2485,0
0_2486,0
0_2487,0
0_2488,0
0_2489,0
0_2490,0
0_2491,0
0_2492,0
0_2493,0
0_2494,0
0_2495,0
0_2496,0
0_2497,0
0_2498,0
0_2499,0
0_2500,0
0_2501,0
0_2502,0
0_2503,0
0_2504,0
0_2505,0
0_2506,0
0_2507,0
0_2508,0
0_2509,0
0_2510,0
0_2511,0
0_2512,0
0_2513,0
0_2514,0
0_2515,0
0_2516,0
0_2517,0
0_2518,0
0_2519,0
0_2520,0
0_2521,0
0_2522,0
0_2523,0
0_2524,0
0_2525,0
0_2526,0
0_2527,0
0_2528,0
0_2529,0
0_2530,0
0_2531,0
0_2532,0
0_2533,0
0_2534,0
0_2535,0
0_2536,0
0_2537,0
0_2538,0
0_2539,0
0_2540,0
0_2541,0
0_2542,0
0_2543,0
0_2544,0
0_2545,0
0_2546,0
0_2547,0
0_2548,0
0_2549,0
0_2550,0
0_2551,0
0_2552,0
0_2553,0
0_2554,0
0_2555,0
0_2556,0
0_2557,0
0_2558,0
0_2559,0
0_2560,0
0_2561,0
0_2562,0
0_2563,0
0_2564,0
0_2565,0
0_2566,0
0_2567,0
0_2568,0
0_2569,0
0_2570,0
0_2571,0
0_2572,0
0_2573,0
0_2574,0
0_2575,0
0_2576,0
0_2577,0
0_2578,0
0_2579,0
0_2580,0
0_2581,0
0_2582,0
0_2583,0
0_2584,0
0_2585,0
0_2586,0
0_2587,0
0_2588,0
0_2589,0
0_2590,0
0_2591,0
0_2592,0
0_2593,0
0_2594,0
0_2595,0
0_2596,0
0_2597,0
0_2598,0
0_2599,0
0_2600,0
0_2601,0
0_2602,0
0_2603,0
0_2604,0
0_2605,0
0_2606,0
0_2607,0
0_2608,0
0_2609,0
0_2610,0
0_2611,0
0_2612,0
0_2613,0
0_2614,0
0_2615,0
0_2616,0
0_2617,0
0_2618,0
0_2619,0
0_2620,0
0_2621,0
0_2622,0
0_2623,0
0_2624,0
0_2625,0
0_2626,0
0_2627,0
0_2628,0
0_2629,0
0_2630,0
0_2631,0
0_2632,0
0_2633,0
0_2634,0
0_2635,0
0_2636,0
0_2637,0
0_2638,0
0_2639,0
0_2640,0
0_2641,0
0_2642,0
0_2643,0
0_2644,0
0_2645,0
0_2646,0
0_2647,0
0_2648,0
0_2649,0
0_2650,0
0_2651,0
0_2652,0
0_2653,0
0_2654,0
0_2655,0
0_2656,0
0_2657,0
0_2658,0
0_2659,0
0_2660,0
0_2661,0
0_2662,0
0_2663,0
0_2664,0
0_2665,0
0_2666,0
0_2667,0
0_2668,0
0_2669,0
0_2670,0
0_2671,0
0_2672,0
0_2673,0
0_2674,0
0_2675,0
0_2676,0
0_2677,0
0_2678,0
0_2679,0
0_2680,0
0_2681,0
0_2682,0
0_2683,0
0_2684,0
0_2685,0
0_2686,0
0_2687,0
0_2688,0
0_2689,0
0_2690,0
0_2691,0
0_2692,0
0_2693,0
0_2694,0
0_2695,0
0_2696,0
0_2697,0
0_2698,0
0_2699,0
0_2700,0
0_2701,0
0_2702,0
0_2703,0
0_2704,0
0_2705,0
0_2706,0
0_2707,0
0_2708,0
0_2709,0
0_2710,0
0_2711,0
0_2712,0
0_2713,0
0_2714,0
0_2715,0
0_2716,0
0_2717,0
0_2718,0
0_2719,0
0_2720,0
0_2721,0
0_2722,0
0_2723,0
0_2724,0
0_2725,0
0_2726,0
0_2727,0
0_2728,0
0_2729,0
0_2730,0
0_2731,0
0_2732,0
0_2733,0
0_2734,0
0_2735,0
0_2736,0
0_2737,0
0_2738,0
0_2739,0
0_2740,0
0_2741,0
0_2742,0
0_2743,0
0_2744,0
0_2745,0
0_2746,0
0_2747,0
0_2748,0
0_2749,0
0_2750,0
0_2751,0
0_2752,0
0_2753,0
0_2754,0
0_2755,0
0_2756,0
0_2757,0
0_2758,0
0_2759,0
0_2760,0
0_2761,0
0_2762,0
0_2763,0
0_2764,0
0_2765,0
0_2766,0
0_2767,0
0_2768,0
0_2769,0
0_2770,0
0_2771,0
0_2772,0
0_2773,0
0_2774,0
0_2775,0
0_2776,0
0_2777,0
0_2778,0
0_2779,0
0_2780,0
0_2781,0
0_2782,0
0_2783,0
0_2784,0
0_2785,0
0_2786,0
0_2787,0
0_2788,0
0_2789,0
0_2790,0
0_2791,0
0_2792,0
0_2793,0
0_2794,0
0_2795,0
0_2796,0
0_2797,0
0_2798,0
0_2799,0
0_2800,0
0_2801,0
0_2802,0
0_2803,0
0_2804,0
0_2805,0
0_2806,0
0_2807,0
0_2808,0
0_2809,0
0_2810,0
0_2811,0
0_2812,0
0_2813,0
0_2814,0
0_2815,0
0_2816,0
0_2817,0
0_2818,0
0_2819,0
0_2820,0
0_2821,0
0_2822,0
0_2823,0
0_2824,0
0_2825,0
0_2826,0
0_2827,0
0_2828,0
0_2829,0
0_2830,0
0_2831,0
0_2832,0
0_2833,0
0_2834,0
0_2835,0
0_2836,0
0_2837,0
0_2838,0
0_2839,0
0_2840,0
0_2841,0
0_2842,0
0_2843,0
0_2844,0
0_2845,0
0_2846,0
0_2847,0
0_2848,0
0_2849,0
0_2850,0
0_2851,0
0_2852,0
0_2853,0
0_2854,0
0_2855,0
0_2856,0
0_2857,0
0_2858,0
0_2859,0
0_2860,0
0_2861,0
0_2862,0
0_2863,0
0_2864,0
0_2865,0
0_2866,0
0_2867,0
0_2868,0
0_2869,0
0_2870,0
0_2871,0
0_2872,0
0_2873,0
0_2874,0
0_2875,0
0_2876,0
0_2877,0
0_2878,0
0_2879,0
0_2880,0
0_2881,0
0_2882,0
0_2883,0
0_2884,0
0_2885,0
0_2886,0
0_2887,0
0_2888,0
0_2889,0
0_2890,0
0_2891,0
0_2892,0
0_2893,0
0_2894,0
0_2895,0
0_2896,0
0_2897,0
0_2898,0
0_2899,0
0_2900,0
0_2901,0
0_2902,0
0_2903,0
0_2904,0
0_2905,0
0_2906,0
0_2907,0
0_2908,0
0_2909,0
0_2910,0
0_2911,0
0_2912,0
0_2913,0
0_2914,0
0_2915,0
0_2916,0
0_2917,0
0_2918,0
0_2919,0
0_2920,0
0_2921,0
0_2922,0
0_2923,0
0_2924,0
0_2925,0
0_2926,0
0_2927,0
0_2928,0
0_2929,0
0_2930,0
0_2931,0
0_2932,0
0_2933,0
0_2934,0
0_2935,0
0_2936,0
0_2937,0
0_2938,0
0_2939,0
0_2940,0
0_2941,0
0_2942,0
0_2943,0
0_2944,0
0_2945,0
0_2946,0
0_2947,0
0_2948,0
0_2949,0
0_2950,0
0_2951,0
0_2952,0
0_2953,0
0_2954,0
0_2955,0
0_2956,0
0_2957,0
0_2958,0
0_2959,0
0_2960,0
0_2961,0
0_2962,0
0_2963,0
0_2964,0
0_2965,0
0_2966,0
0_2967,0
0_2968,0
0_2969,0
0_2970,0
0_2971,0
0_2972,0
0_2973,0
0_2974,0
0_2975,0
0_2976,0
0_2977,0
0_2978,0
0_2979,0
0_2980,0
0_2981,0
0_2982,0
0_2983,0
0_2984,0
0_2985,0
0_2986,0
0_2987,0
0_2988,0
0_2989,0
0_2990,0
0_2991,0
0_2992,0
0_2993,0
0_2994,0
0_2995,0
0_2996,0
0_2997,0
0_2998,0
0_2999,0
0_3000,0
1_0001,1
1_0002,1
1_0003,1
1_0004,1
1_0005,1
1_0006,1
1_0007,1
1_0008,1
1_0009,1
1_0010,1
1_0011,1
1_0012,1
1_0013,1
1_0014,1
1_0015,1
1_0016,1
1_0017,1
1_0018,1
1_0019,1
1_0020,1
1_0021,1
1_0022,1
1_0023,1
1_0024,1
1_0025,1
1_0026,1
1_0027,1
1_0028,1
1_0029,1
1_0030,1
1_0031,1
1_0032,1
1_0033,1
1_0034,1
1_0035,1
1_0036,1
1_0037,1
1_0038,1
1_0039,1
1_0040,1
1_0041,1
1_0042,1
1_0043,1
1_0044,1
1_0045,1
1_0046,1
1_0047,1
1_0048,1
1_0049,1
1_0050,1
1_0051,1
1_0052,1
1_0053,1
1_0054,1
1_0055,1
1_0056,1
1_0057,1
1_0058,1
1_0059,1
1_0060,1
1_0061,1
1_0062,1
1_0063,1
1_0064,1
1_0065,1
1_0066,1
1_0067,1
1_0068,1
1_0069,1
1_0070,1
1_0071,1
1_0072,1
1_0073,1
1_0074,1
1_0075,1
1_0076,1
1_0077,1
1_0078,1
1_0079,1
1_0080,1
1_0081,1
1_0082,1
1_0083,1
1_0084,1
1_0085,1
1_0086,1
1_0087,1
1_0088,1
1_0089,1
1_0090,1
1_0091,1
1_0092,1
1_0093,1
1_0094,1
1_0095,1
1_0096,1
1_0097,1
1_0098,1
1_0099,1
1_0100,1
1_0101,1
1_0102,1
1_0103,1
1_0104,1
1_0105,1
1_0106,1
1_0107,1
1_0108,1
1_0109,1
1_0110,1
1_0111,1
1_0112,1
1_0113,1
1_0114,1
1_0115,1
1_0116,1
1_0117,1
1_0118,1
